1,MedicalService5,true,11.9,1.457448378449E12,8.0
1,DrugService,true,5.0,1.457448378467E12,6.0
1,AssistanceService,true,16.9

2,MedicalService5,true,11.9,1.457448378485E12,7.0
2,DrugService,true,5.0,1.4574483785E12,6.0
2,AssistanceService,true,16.9

3,MedicalService5,true,11.9,1.457448378517E12,6.0
3,AlarmService2,true,12.0,1.457448378534E12,5.0
3,AssistanceService,true,23.9

4,MedicalService5,true,11.9,1.457448378549E12,5.0
4,DrugService,true,5.0,1.457448378554E12,5.0
4,AssistanceService,true,16.9

5,MedicalService5,true,11.9,1.457448378571E12,5.0
5,AlarmService2,true,12.0,1.457448378576E12,5.0
5,AssistanceService,true,23.9

6,AlarmService2,true,12.0,1.457448378589E12,5.0
6,AssistanceService,true,12.0

7,AlarmService2,true,12.0,1.457448378602E12,5.0
7,AssistanceService,true,12.0

8,MedicalService5,true,11.9,1.457448378615E12,5.0
8,DrugService,true,5.0,1.45744837862E12,6.0
8,AssistanceService,true,16.9

9,MedicalService5,true,11.9,1.457448378632E12,6.0
9,DrugService,true,5.0,1.457448378638E12,4.0
9,AssistanceService,true,16.9

10,MedicalService5,true,11.9,1.45744837865E12,5.0
10,AlarmService2,true,12.0,1.457448378655E12,5.0
10,AssistanceService,true,23.9

11,MedicalService5,true,11.9,1.457448378668E12,5.0
11,DrugService,true,5.0,1.457448378673E12,5.0
11,AssistanceService,true,16.9

12,MedicalService5,true,11.9,1.457448378685E12,5.0
12,DrugService,true,5.0,1.45744837869E12,4.0
12,AssistanceService,true,16.9

13,MedicalService5,true,11.9,1.457448378701E12,5.0
13,DrugService,true,5.0,1.457448378706E12,4.0
13,AssistanceService,true,16.9

14,MedicalService5,true,11.9,1.457448378716E12,5.0
14,DrugService,true,5.0,1.457448378722E12,3.0
14,AssistanceService,true,16.9

15,MedicalService5,true,11.9,1.457448378732E12,5.0
15,DrugService,true,5.0,1.457448378738E12,5.0
15,AssistanceService,true,16.9

16,MedicalService5,true,11.9,1.457448378749E12,4.0
16,DrugService,true,5.0,1.457448378753E12,5.0
16,AssistanceService,true,16.9

17,MedicalService5,true,11.9,1.457448378764E12,5.0
17,AlarmService2,true,12.0,1.457448378769E12,3.0
17,AssistanceService,true,23.9

18,MedicalService5,true,11.9,1.457448378778E12,5.0
18,AlarmService2,true,12.0,1.457448378783E12,4.0
18,AssistanceService,true,23.9

19,MedicalService5,true,11.9,1.457448378794E12,220.0
19,DrugService,true,5.0,1.457448379014E12,14.0
19,AssistanceService,true,16.9

20,MedicalService5,true,11.9,1.457448379038E12,7.0
20,DrugService,true,5.0,1.457448379045E12,7.0
20,AssistanceService,true,16.9

21,MedicalService5,true,11.9,1.457448379061E12,7.0
21,AlarmService2,true,12.0,1.457448379068E12,6.0
21,AssistanceService,true,23.9

22,MedicalService5,true,11.9,1.457448379083E12,5.0
22,DrugService,true,5.0,1.457448379088E12,5.0
22,AssistanceService,true,16.9

23,MedicalService5,true,11.9,1.457448379098E12,5.0
23,DrugService,true,5.0,1.457448379103E12,4.0
23,AssistanceService,true,16.9

24,AlarmService2,true,12.0,1.457448379112E12,6.0
24,AssistanceService,true,12.0

25,MedicalService5,true,11.9,1.457448379126E12,4.0
25,AlarmService2,true,12.0,1.45744837913E12,261.0
25,AssistanceService,true,23.9

26,AlarmService2,true,12.0,1.4574483794E12,6.0
26,AssistanceService,true,12.0

27,MedicalService5,true,11.9,1.457448379415E12,10.0
27,DrugService,true,5.0,1.457448379425E12,4.0
27,AssistanceService,true,16.9

28,MedicalService5,true,11.9,1.457448379441E12,5.0
28,AlarmService2,true,12.0,1.457448379446E12,6.0
28,AssistanceService,true,23.9

29,MedicalService5,true,11.9,1.457448379457E12,4.0
29,DrugService,true,5.0,1.457448379461E12,5.0
29,AssistanceService,true,16.9

30,MedicalService5,true,11.9,1.457448379471E12,4.0
30,DrugService,true,5.0,1.457448379475E12,4.0
30,AssistanceService,true,16.9

31,MedicalService5,true,11.9,1.457448379486E12,4.0
31,DrugService,true,5.0,1.45744837949E12,5.0
31,AssistanceService,true,16.9

32,AlarmService2,true,12.0,1.4574483795E12,4.0
32,AssistanceService,true,12.0

