1,MedicalService3,true,2.15,1.454517527107E12,6.0
1,DrugService,true,5.0,1.454517527215E12,6.0
1,AssistanceService,true,7.15

2,MedicalService3,true,2.15,1.454517527316E12,6.0
2,DrugService,true,5.0,1.454517527391E12,7.0
2,AssistanceService,true,7.15

3,MedicalService3,true,2.15,1.454517527474E12,5.0
3,DrugService,true,5.0,1.454517527549E12,5.0
3,AssistanceService,true,7.15

4,AlarmService3,true,2.0,1.454517527643E12,5.0
4,AssistanceService,true,2.0

5,AlarmService3,true,2.0,1.454517527728E12,5.0
5,AssistanceService,true,2.0

6,MedicalService3,true,2.15,1.454517527817E12,7.0
6,DrugService,true,5.0,1.45451752789E12,5.0
6,AssistanceService,true,7.15

7,AlarmService3,true,2.0,1.454517527992E12,8.0
7,AssistanceService,true,2.0

8,MedicalService3,true,2.15,1.45451752811E12,7.0
8,DrugService,true,5.0,1.454517528196E12,12.0
8,AssistanceService,true,7.15

9,MedicalService3,true,2.15,1.4545175283E12,6.0
9,AlarmService3,true,2.0,1.454517528373E12,6.0
9,AssistanceService,true,4.15

10,AlarmService3,true,2.0,1.454517528451E12,6.0
10,AssistanceService,true,2.0

11,MedicalService3,true,2.15,1.454517528542E12,6.0
11,AlarmService3,true,2.0,1.454517528616E12,5.0
11,AssistanceService,true,4.15

12,MedicalService3,true,2.15,1.454517528693E12,5.0
12,DrugService,true,5.0,1.45451752877E12,8.0
12,AssistanceService,true,7.15

13,MedicalService3,false
13,MedicalService3,true,2.15,1.454517530045E12,5.0
13,DrugService,true,5.0,1.454517530117E12,6.0
13,AssistanceService,true,7.15

14,MedicalService3,true,2.15,1.454517530219E12,13.0
14,AlarmService3,true,2.0,1.454517530302E12,5.0
14,AssistanceService,true,4.15

15,MedicalService3,true,2.15,1.45451753038E12,5.0
15,DrugService,true,5.0,1.454517530451E12,5.0
15,AssistanceService,true,7.15

16,AlarmService3,false
16,AlarmService3,true,2.0,1.454517531625E12,4.0
16,AssistanceService,true,2.0

17,MedicalService3,true,2.15,1.454517531703E12,5.0
17,AlarmService3,false
17,AlarmService3,true,2.0,1.454517532876E12,5.0
17,AssistanceService,true,4.15

18,MedicalService3,true,2.15,1.454517532951E12,6.0
18,AlarmService3,true,2.0,1.454517533018E12,6.0
18,AssistanceService,true,4.15

19,MedicalService3,true,2.15,1.4545175331E12,5.0
19,DrugService,true,5.0,1.454517533167E12,7.0
19,AssistanceService,true,7.15

20,AlarmService3,true,2.0,1.454517533271E12,5.0
20,AssistanceService,true,2.0

21,MedicalService3,true,2.15,1.45451753336E12,6.0
21,AlarmService3,true,2.0,1.454517533435E12,5.0
21,AssistanceService,true,4.15

22,MedicalService3,true,2.15,1.45451753351E12,5.0
22,DrugService,true,5.0,1.454517533586E12,5.0
22,AssistanceService,true,7.15

23,MedicalService3,false
23,MedicalService3,true,2.15,1.454517534768E12,5.0
23,DrugService,true,5.0,1.454517534832E12,6.0
23,AssistanceService,true,7.15

24,MedicalService3,true,2.15,1.454517534917E12,6.0
24,AlarmService3,true,2.0,1.454517534984E12,4.0
24,AssistanceService,true,4.15

25,MedicalService3,true,2.15,1.454517535063E12,4.0
25,AlarmService3,true,2.0,1.454517535131E12,5.0
25,AssistanceService,true,4.15

26,MedicalService3,true,2.15,1.454517535207E12,9.0
26,DrugService,true,5.0,1.454517535289E12,5.0
26,AssistanceService,true,7.15

27,AlarmService3,true,2.0,1.454517535367E12,5.0
27,AssistanceService,true,2.0

28,MedicalService3,true,2.15,1.454517535442E12,13.0
28,AlarmService3,true,2.0,1.454517535521E12,4.0
28,AssistanceService,true,4.15

29,MedicalService3,true,2.15,1.454517535598E12,6.0
29,DrugService,true,5.0,1.454517535665E12,5.0
29,AssistanceService,true,7.15

30,MedicalService3,false
30,MedicalService3,true,2.15,1.45451753698E12,6.0
30,DrugService,true,5.0,1.454517537048E12,5.0
30,AssistanceService,true,7.15

31,MedicalService3,true,2.15,1.454517537124E12,6.0
31,AlarmService3,true,2.0,1.454517537208E12,5.0
31,AssistanceService,true,4.15

32,MedicalService3,true,2.15,1.4545175373E12,5.0
32,AlarmService3,true,2.0,1.454517537363E12,5.0
32,AssistanceService,true,4.15

33,MedicalService3,true,2.15,1.454517537436E12,5.0
33,AlarmService3,true,2.0,1.454517537501E12,5.0
33,AssistanceService,true,4.15

34,MedicalService3,true,2.15,1.454517537579E12,5.0
34,DrugService,true,5.0,1.454517537647E12,5.0
34,AssistanceService,true,7.15

35,MedicalService3,true,2.15,1.454517537727E12,6.0
35,AlarmService3,true,2.0,1.454517537795E12,8.0
35,AssistanceService,true,4.15

36,MedicalService3,true,2.15,1.454517537874E12,4.0
36,DrugService,true,5.0,1.454517537941E12,4.0
36,AssistanceService,true,7.15

37,MedicalService3,true,2.15,1.454517538013E12,4.0
37,DrugService,true,5.0,1.454517538082E12,5.0
37,AssistanceService,true,7.15

38,MedicalService3,true,2.15,1.454517538154E12,4.0
38,AlarmService3,true,2.0,1.454517538236E12,5.0
38,AssistanceService,true,4.15

39,MedicalService3,true,2.15,1.45451753832E12,6.0
39,DrugService,true,5.0,1.454517538389E12,4.0
39,AssistanceService,true,7.15

40,AlarmService3,true,2.0,1.454517538461E12,5.0
40,AssistanceService,true,2.0

41,MedicalService3,true,2.15,1.454517538537E12,6.0
41,DrugService,true,5.0,1.454517538605E12,5.0
41,AssistanceService,true,7.15

42,MedicalService3,true,2.15,1.454517538681E12,6.0
42,DrugService,true,5.0,1.454517538746E12,5.0
42,AssistanceService,true,7.15

43,MedicalService3,true,2.15,1.454517538815E12,7.0
43,DrugService,true,5.0,1.454517538894E12,4.0
43,AssistanceService,true,7.15

44,MedicalService3,true,2.15,1.454517538966E12,5.0
44,AlarmService3,true,2.0,1.454517539031E12,7.0
44,AssistanceService,true,4.15

45,AlarmService3,true,2.0,1.454517539105E12,5.0
45,AssistanceService,true,2.0

46,AlarmService3,true,2.0,1.454517539179E12,4.0
46,AssistanceService,true,2.0

47,AlarmService3,true,2.0,1.454517539273E12,6.0
47,AssistanceService,true,2.0

48,MedicalService3,false
48,MedicalService3,true,2.15,1.454517540463E12,6.0
48,AlarmService3,true,2.0,1.454517540532E12,6.0
48,AssistanceService,true,4.15

49,MedicalService3,true,2.15,1.45451754061E12,5.0
