1,MedicalService5,true,11.9,1.454529308236E12,6.0
1,AlarmService2,false
1,AlarmService2,true,12.0,1.454529309255E12,17.0
1,AssistanceService,true,23.9

2,MedicalService5,true,11.9,1.454529309297E12,12.0
2,AlarmService2,true,12.0,1.45452930931E12,7.0
2,AssistanceService,true,23.9

3,MedicalService5,true,11.9,1.454529309326E12,6.0
3,DrugService,true,5.0,1.45452930934E12,5.0
3,AssistanceService,true,16.9

4,MedicalService5,true,11.9,1.454529309354E12,6.0
4,DrugService,true,5.0,1.45452930936E12,5.0
4,AssistanceService,true,16.9

5,MedicalService5,true,11.9,1.454529309373E12,5.0
5,DrugService,true,5.0,1.454529309378E12,5.0
5,AssistanceService,true,16.9

6,AlarmService2,true,12.0,1.454529309391E12,4.0
6,AssistanceService,true,12.0

7,MedicalService5,true,11.9,1.454529309404E12,6.0
7,AlarmService2,true,12.0,1.454529309411E12,4.0
7,AssistanceService,true,23.9

8,AlarmService2,true,12.0,1.454529309423E12,4.0
8,AssistanceService,true,12.0

9,MedicalService5,true,11.9,1.454529309434E12,5.0
9,DrugService,true,5.0,1.454529309439E12,5.0
9,AssistanceService,true,16.9

10,AlarmService2,true,12.0,1.454529309451E12,5.0
10,AssistanceService,true,12.0

11,MedicalService5,true,11.9,1.454529309464E12,5.0
11,DrugService,true,5.0,1.454529309477E12,5.0
11,AssistanceService,true,16.9

12,MedicalService5,true,11.9,1.454529309497E12,6.0
12,DrugService,true,5.0,1.454529309503E12,5.0
12,AssistanceService,true,16.9

13,MedicalService5,true,11.9,1.454529309516E12,6.0
13,AlarmService2,true,12.0,1.454529309522E12,4.0
13,AssistanceService,true,23.9

14,MedicalService5,true,11.9,1.454529309534E12,5.0
14,AlarmService2,true,12.0,1.454529309539E12,4.0
14,AssistanceService,true,23.9

15,MedicalService5,true,11.9,1.454529309552E12,5.0
15,DrugService,true,5.0,1.454529309557E12,4.0
15,AssistanceService,true,16.9

16,MedicalService5,true,11.9,1.454529309569E12,5.0
16,DrugService,true,5.0,1.454529309574E12,4.0
16,AssistanceService,true,16.9

17,MedicalService5,true,11.9,1.454529309586E12,5.0
17,AlarmService2,true,12.0,1.454529309591E12,5.0
17,AssistanceService,true,23.9

18,AlarmService2,true,12.0,1.454529309603E12,5.0
18,AssistanceService,true,12.0

19,MedicalService5,true,11.9,1.454529309615E12,6.0
19,DrugService,true,5.0,1.454529309621E12,8.0
19,AssistanceService,true,16.9

20,MedicalService5,true,11.9,1.454529309646E12,9.0
20,DrugService,true,5.0,1.454529309655E12,5.0
20,AssistanceService,true,16.9

21,MedicalService5,true,11.9,1.454529309669E12,5.0
21,DrugService,true,5.0,1.454529309674E12,5.0
21,AssistanceService,true,16.9

22,AlarmService2,true,12.0,1.454529309686E12,5.0
22,AssistanceService,true,12.0

23,MedicalService5,true,11.9,1.4545293097E12,5.0
23,AlarmService2,true,12.0,1.454529309705E12,4.0
23,AssistanceService,true,23.9

24,MedicalService5,true,11.9,1.454529309716E12,4.0
24,DrugService,true,5.0,1.454529309721E12,4.0
24,AssistanceService,true,16.9

25,AlarmService2,true,12.0,1.454529309731E12,5.0
25,AssistanceService,true,12.0

26,AlarmService2,true,12.0,1.454529309742E12,4.0
26,AssistanceService,true,12.0

27,AlarmService2,true,12.0,1.454529309752E12,12.0
27,AssistanceService,true,12.0

28,MedicalService5,true,11.9,1.45452930977E12,5.0
28,DrugService,true,5.0,1.454529309775E12,4.0
28,AssistanceService,true,16.9

29,MedicalService5,true,11.9,1.454529309785E12,5.0
29,DrugService,true,5.0,1.45452930979E12,4.0
29,AssistanceService,true,16.9

30,MedicalService5,true,11.9,1.454529309801E12,4.0
30,DrugService,true,5.0,1.454529309805E12,5.0
30,AssistanceService,true,16.9

31,MedicalService5,true,11.9,1.454529309817E12,6.0
31,DrugService,true,5.0,1.454529309823E12,4.0
31,AssistanceService,true,16.9

32,MedicalService5,true,11.9,1.454529309834E12,4.0
32,AlarmService2,true,12.0,1.454529309838E12,4.0
32,AssistanceService,true,23.9

33,MedicalService5,true,11.9,1.454529309848E12,5.0
33,DrugService,true,5.0,1.454529309853E12,5.0
33,AssistanceService,true,16.9

34,MedicalService5,true,11.9,1.454529309863E12,4.0
34,DrugService,true,5.0,1.454529309867E12,4.0
34,AssistanceService,true,16.9

35,MedicalService5,true,11.9,1.454529309877E12,4.0
35,DrugService,true,5.0,1.454529309881E12,4.0
35,AssistanceService,true,16.9

36,AlarmService2,true,12.0,1.454529309891E12,5.0
36,AssistanceService,true,12.0

37,MedicalService5,true,11.9,1.454529309901E12,5.0
37,DrugService,true,5.0,1.454529309906E12,5.0
37,AssistanceService,true,16.9

38,AlarmService2,true,12.0,1.454529309916E12,5.0
38,AssistanceService,true,12.0

39,MedicalService5,true,11.9,1.454529309927E12,4.0
39,DrugService,true,5.0,1.454529309932E12,3.0
39,AssistanceService,true,16.9

40,MedicalService5,true,11.9,1.454529309941E12,4.0
40,DrugService,true,5.0,1.454529309945E12,5.0
40,AssistanceService,true,16.9

41,AlarmService2,true,12.0,1.454529309955E12,4.0
41,AssistanceService,true,12.0

42,AlarmService2,true,12.0,1.454529309965E12,4.0
42,AssistanceService,true,12.0

43,AlarmService2,true,12.0,1.454529309975E12,4.0
43,AssistanceService,true,12.0

44,AlarmService2,true,12.0,1.45452930999E12,4.0
44,AssistanceService,true,12.0

45,MedicalService5,true,11.9,1.45452931E12,4.0
45,AlarmService2,true,12.0,1.454529310004E12,4.0
45,AssistanceService,true,23.9

46,MedicalService5,false
46,MedicalService5,true,11.9,1.454529311015E12,13.0
46,AlarmService2,true,12.0,1.454529311028E12,15.0
46,AssistanceService,true,23.9

47,MedicalService5,true,11.9,1.454529311057E12,7.0
47,DrugService,true,5.0,1.454529311064E12,9.0
47,AssistanceService,true,16.9

48,MedicalService5,true,11.9,1.454529311082E12,4.0
48,DrugService,true,5.0,1.454529311086E12,4.0
48,AssistanceService,true,16.9

49,MedicalService5,true,11.9,1.454529311096E12,4.0
49,AlarmService2,true,12.0,1.4545293111E12,4.0
49,AssistanceService,true,23.9

50,MedicalService5,true,11.9,1.454529311109E12,3.0
50,DrugService,true,5.0,1.454529311113E12,4.0
50,AssistanceService,true,16.9

51,MedicalService5,true,11.9,1.454529311123E12,5.0
51,AlarmService2,true,12.0,1.454529311128E12,3.0
51,AssistanceService,true,23.9

52,MedicalService5,false
52,MedicalService5,true,11.9,1.45452931214E12,13.0
52,DrugService,true,5.0,1.454529312153E12,12.0
52,AssistanceService,true,16.9

53,MedicalService5,true,11.9,1.454529312183E12,12.0
53,AlarmService2,true,12.0,1.454529312195E12,11.0
53,AssistanceService,true,23.9

54,AlarmService2,true,12.0,1.454529312218E12,7.0
54,AssistanceService,true,12.0

55,AlarmService2,true,12.0,1.454529312236E12,9.0
55,AssistanceService,true,12.0

56,MedicalService5,true,11.9,1.454529312254E12,4.0
56,AlarmService2,true,12.0,1.454529312258E12,4.0
56,AssistanceService,true,23.9

57,AlarmService2,true,12.0,1.454529312267E12,4.0
57,AssistanceService,true,12.0

58,MedicalService5,true,11.9,1.454529312276E12,4.0
58,DrugService,true,5.0,1.45452931228E12,11.0
58,AssistanceService,true,16.9

59,MedicalService5,true,11.9,1.454529312298E12,5.0
59,DrugService,true,5.0,1.454529312303E12,3.0
59,AssistanceService,true,16.9

60,AlarmService2,true,12.0,1.454529312312E12,4.0
60,AssistanceService,true,12.0

61,MedicalService5,true,11.9,1.454529312322E12,4.0
61,DrugService,true,5.0,1.454529312326E12,4.0
61,AssistanceService,true,16.9

62,MedicalService5,true,11.9,1.454529312335E12,4.0
62,DrugService,true,5.0,1.454529312339E12,4.0
62,AssistanceService,true,16.9

63,MedicalService5,true,11.9,1.454529312349E12,5.0
63,DrugService,true,5.0,1.454529312354E12,4.0
63,AssistanceService,true,16.9

64,MedicalService5,true,11.9,1.454529312363E12,3.0
64,AlarmService2,true,12.0,1.454529312366E12,5.0
64,AssistanceService,true,23.9

65,MedicalService5,false
65,MedicalService5,true,11.9,1.454529313377E12,14.0
65,DrugService,true,5.0,1.454529313392E12,13.0
65,AssistanceService,true,16.9

66,AlarmService2,true,12.0,1.454529313423E12,8.0
66,AssistanceService,true,12.0

67,MedicalService5,true,11.9,1.454529313442E12,7.0
67,DrugService,true,5.0,1.454529313449E12,5.0
67,AssistanceService,true,16.9

68,MedicalService5,true,11.9,1.454529313459E12,4.0
68,DrugService,true,5.0,1.454529313463E12,4.0
